Rodada: 1, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 2 cartas - ,  baralho tem 63 cartas.
Rodada: 14, Jogador: 2, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - ,  baralho tem 50 cartas.
Rodada: 15, Jogador: 2, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - ,  baralho tem 49 cartas.
Rodada: 16, Jogador: 2, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - Jogador: jogador 2 com total de 3 cartas - ,  baralho tem 48 cartas.
Rodada: 17, Jogador: 3, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - Jogador: jogador 2 com total de 3 cartas - ,  baralho tem 47 cartas.
Rodada: 18, Jogador: 4, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - Jogador: jogador 2 com total de 3 cartas - ,  baralho tem 46 cartas.
Rodada: 19, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 2 cartas - Jogador: jogador 1 com total de 3 cartas - Jogador: jogador 2 com total de 3 cartas - ,  baralho tem 45 cartas.
Rodada: 20, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 3 cartas - Jogador: jogador 1 com total de 3 cartas - Jogador: jogador 2 com total de 3 cartas - ,  baralho tem 44 cartas.
Rodada: 21, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 4 cartas - ,  baralho tem 43 cartas.
Rodada: 22, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 5 cartas - ,  baralho tem 42 cartas.
Rodada: 23, Jogador: 1, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 5 cartas - ,  baralho tem 41 cartas.
Rodada: 24, Jogador: 1, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 5 cartas - ,  baralho tem 40 cartas.
Rodada: 25, Jogador: 1, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - ,  baralho tem 39 cartas.
Rodada: 26, Jogador: 2, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - ,  baralho tem 38 cartas.
Rodada: 27, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - ,  baralho tem 37 cartas.
Rodada: 28, Jogador: 2, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 5 cartas - ,  baralho tem 36 cartas.
Rodada: 29, Jogador: 2, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 6 cartas - ,  baralho tem 35 cartas.
Rodada: 30, Jogador: 2, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 7 cartas - ,  baralho tem 34 cartas.
Rodada: 31, Jogador: 2, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 8 cartas - ,  baralho tem 33 cartas.
Rodada: 32, Jogador: 2, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 9 cartas - ,  baralho tem 32 cartas.
Rodada: 33, Jogador: 2, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 10 cartas - ,  baralho tem 31 cartas.
Rodada: 34, Jogador: 2, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 11 cartas - ,  baralho tem 30 cartas.
Rodada: 35, Jogador: 2, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 12 cartas - ,  baralho tem 29 cartas.
Rodada: 36, Jogador: 2, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 13 cartas - ,  baralho tem 28 cartas.
Rodada: 37, Jogador: 2, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 14 cartas - ,  baralho tem 27 cartas.
Rodada: 38, Jogador: 2, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 15 cartas - ,  baralho tem 26 cartas.
Rodada: 39, Jogador: 2, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 16 cartas - ,  baralho tem 25 cartas.
Rodada: 40, Jogador: 2, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 17 cartas - ,  baralho tem 24 cartas.
Rodada: 41, Jogador: 2, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 18 cartas - ,  baralho tem 23 cartas.
Rodada: 42, Jogador: 2, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 19 cartas - ,  baralho tem 22 cartas.
Rodada: 43, Jogador: 2, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 20 cartas - ,  baralho tem 21 cartas.
Rodada: 44, Jogador: 2, carta da vez: 09♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 21 cartas - ,  baralho tem 20 cartas.
Rodada: 45, Jogador: 2, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 22 cartas - ,  baralho tem 19 cartas.
Rodada: 46, Jogador: 2, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 23 cartas - ,  baralho tem 18 cartas.
Rodada: 47, Jogador: 2, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 24 cartas - ,  baralho tem 17 cartas.
Rodada: 48, Jogador: 2, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 25 cartas - ,  baralho tem 16 cartas.
Rodada: 49, Jogador: 2, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 26 cartas - ,  baralho tem 15 cartas.
Rodada: 50, Jogador: 2, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 27 cartas - ,  baralho tem 14 cartas.
Rodada: 51, Jogador: 2, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 28 cartas - ,  baralho tem 13 cartas.
Rodada: 52, Jogador: 2, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 29 cartas - ,  baralho tem 12 cartas.
Rodada: 53, Jogador: 2, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 30 cartas - ,  baralho tem 11 cartas.
Rodada: 54, Jogador: 2, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 31 cartas - ,  baralho tem 10 cartas.
Rodada: 55, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 32 cartas - ,  baralho tem 9 cartas.
Rodada: 56, Jogador: 2, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 33 cartas - ,  baralho tem 8 cartas.
Rodada: 57, Jogador: 2, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 34 cartas - ,  baralho tem 7 cartas.
Rodada: 58, Jogador: 2, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 35 cartas - ,  baralho tem 6 cartas.
Rodada: 59, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 36 cartas - ,  baralho tem 5 cartas.
Rodada: 60, Jogador: 2, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 37 cartas - ,  baralho tem 4 cartas.
Rodada: 61, Jogador: 2, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 38 cartas - ,  baralho tem 3 cartas.
Rodada: 62, Jogador: 2, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 39 cartas - ,  baralho tem 2 cartas.
Rodada: 63, Jogador: 2, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 40 cartas - ,  baralho tem 1 cartas.
Rodada: 64, Jogador: 2, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 5 cartas - Jogador: jogador 1 com total de 5 cartas - Jogador: jogador 2 com total de 41 cartas - ,  baralho tem 0 cartas.
